,1stFlrSF,2ndFlrSF,3SsnPorch,bedroomabvgr,bsmtfinsf1,bsmtfinsf2,bsmtfullbath,bsmthalfbath,bsmtunfsf,enclosedporch,fireplaces,fullbath,garagearea,garagecars,garageyrblt,grlivarea,halfbath,kitchenabvgr,lotarea,lotfrontage,lowqualfinsf,masvnrarea,miscval,mosold,mssubclass,openporchsf,overallcond,overallqual,poolarea,saleprice,screenporch,totalbsmtsf,totrmsabvgrd,wooddecksf,yearbuilt,yearremodadd,yrsold,alley,bldgtype,bsmtcond,bsmtexposure,bsmtfintype1,bsmtfintype2,bsmtqual,centralair,condition1,condition2,electrical,extercond,exterior1st,exterior2nd,exterqual,fence,fireplacequ,foundation,functional,garagecond,garagefinish,garagequal,garagetype,heating,heatingqc,housestyle,kitchenqual,landcontour,landslope,lotconfig,lotshape,masvnrtype,miscfeature,mszoning,neighborhood,paveddrive,poolqc,roofmatl,roofstyle,salecondition,saletype,street,utilities
285,1575,0,0,2,430,0,1,0,1145,52,0,2,529,2,1992.0,1575,0,1,8012,50.0,0,0.0,0,7,120,0,5,6,0,179200,0,1575,5,0,1992,1992,2007,Grvl,TwnhsE,TA,No,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,Plywood,ImStucc,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Gd,1Story,Gd,Lvl,Gtl,Inside,Reg,None,Shed,RL,SawyerW,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
286,625,625,0,2,0,0,0,0,625,0,0,2,528,2,2006.0,1250,1,1,4251,35.0,0,0.0,0,6,160,54,5,7,0,164700,0,625,5,0,2006,2007,2007,Pave,TwnhsE,TA,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,MetalSd,MetalSd,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Detchd,GasA,Ex,2Story,Gd,Lvl,Gtl,Inside,IR1,None,Shed,FV,Somerst,Y,Gd,CompShg,Gable,Partial,New,Pave,AllPub
287,1085,649,0,3,600,0,0,0,312,0,1,1,440,2,1962.0,1734,1,1,9786,77.0,0,0.0,0,6,50,0,7,6,0,159000,128,912,7,0,1962,1981,2006,Grvl,1Fam,TA,No,Rec,Unf,TA,Y,Norm,Norm,SBrkr,TA,Wd Sdng,Wd Sdng,TA,GdPrv,Gd,CBlock,Typ,TA,RFn,TA,Attchd,GasA,TA,1.5Fin,Gd,Bnk,Gtl,Inside,IR1,None,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
288,858,0,0,3,614,0,0,0,244,0,0,1,0,0,1978.5061638868744,858,0,1,8125,70.04995836802665,0,0.0,0,6,20,0,4,4,0,88000,0,858,5,0,1971,1971,2006,Grvl,1Fam,TA,No,BLQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,TA,1Story,TA,Lvl,Gtl,Corner,IR1,None,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
289,900,0,0,3,450,0,0,0,432,0,0,1,280,1,1970.0,900,0,1,9819,70.04995836802665,0,31.0,0,2,20,0,5,5,0,122000,0,882,5,0,1967,1967,2010,Grvl,1Fam,TA,No,BLQ,Unf,TA,Y,Norm,Norm,SBrkr,Gd,MetalSd,MetalSd,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Detchd,GasA,TA,1Story,TA,Lvl,Gtl,Inside,IR1,BrkFace,Shed,RL,Sawyer,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
290,698,698,0,3,0,0,0,0,698,0,0,1,384,1,2003.0,1396,0,1,8730,60.0,0,0.0,0,7,70,0,7,6,0,153575,259,698,7,0,1915,2003,2007,Grvl,1Fam,TA,No,Unf,Unf,TA,Y,RRAn,Norm,FuseA,TA,Wd Sdng,Wd Sdng,TA,MnPrv,Gd,BrkTil,Typ,TA,Unf,TA,Detchd,GasA,Ex,2Story,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,BrkSide,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
291,1079,840,0,3,0,0,0,0,1079,0,1,2,685,2,2006.0,1919,1,1,15611,120.0,0,0.0,0,7,60,51,5,8,0,233230,0,1079,8,0,2006,2006,2006,Grvl,1Fam,TA,Av,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,Gd,Attchd,GasA,Ex,2Story,Gd,Lvl,Gtl,Inside,Reg,None,Shed,RL,CollgCr,Y,Gd,CompShg,Gable,Partial,New,Pave,AllPub
292,936,780,0,6,210,0,1,0,570,0,0,2,0,0,1978.5061638868744,1716,0,1,5687,55.0,0,0.0,0,3,190,184,6,5,0,135900,0,780,9,0,1912,2000,2008,Grvl,2fmCon,Fa,No,Rec,Unf,TA,N,Norm,Norm,SBrkr,Fa,VinylSd,VinylSd,TA,MnPrv,Gd,PConc,Typ,TA,Unf,TA,Attchd,GasA,Ex,2Story,Fa,Bnk,Gtl,Inside,Reg,None,Shed,RL,SWISU,N,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
293,1148,568,0,3,292,0,0,0,476,0,1,1,281,1,1949.0,1716,1,1,11409,60.0,0,0.0,0,1,50,0,4,5,0,131000,160,768,8,0,1949,2008,2009,Grvl,1Fam,TA,No,LwQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,Wd Sdng,Wd Sdng,TA,MnPrv,Gd,CBlock,Min2,TA,Unf,TA,Attchd,GasA,Gd,1.5Fin,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,Edwards,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
294,1468,795,0,3,795,0,1,0,0,0,1,2,539,2,1977.0,2263,1,1,16659,70.04995836802665,0,34.0,0,3,60,250,7,7,0,235000,0,795,9,0,1977,1994,2006,Grvl,1Fam,TA,No,ALQ,Unf,TA,Y,PosA,Norm,SBrkr,TA,Plywood,Plywood,TA,MnPrv,TA,CBlock,Typ,TA,Fin,TA,Attchd,GasA,Fa,2Story,Gd,Lvl,Gtl,Corner,IR1,BrkFace,Shed,RL,NWAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
295,1644,0,0,3,1285,0,1,0,131,0,2,1,418,2,1953.0,1644,0,1,9600,80.0,0,238.0,0,10,20,0,5,6,0,167000,0,1416,7,110,1953,1953,2009,Grvl,1Fam,TA,No,GLQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,TA,MnPrv,Gd,CBlock,Typ,TA,Fin,TA,Attchd,GasA,TA,1Story,TA,Lvl,Gtl,Inside,Reg,Stone,Shed,RL,NAmes,Y,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
296,1003,0,0,3,819,0,1,0,184,0,0,1,588,2,1984.0,1003,0,1,7937,37.0,0,0.0,0,3,80,0,6,6,0,142500,0,1003,6,120,1984,1984,2006,Grvl,1Fam,TA,Av,GLQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,TA,GdPrv,Gd,CBlock,Typ,TA,Unf,TA,Detchd,GasA,TA,SLvl,TA,Lvl,Gtl,CulDSac,IR1,None,Shed,RL,Mitchel,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
297,910,648,0,4,420,0,0,0,490,0,0,1,282,1,1950.0,1558,1,1,13710,75.0,0,0.0,0,6,50,0,5,5,0,152000,0,910,6,289,1950,1950,2007,Grvl,1Fam,TA,No,BLQ,Unf,TA,Y,Norm,Norm,FuseA,TA,Wd Sdng,Wd Sdng,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,TA,1.5Fin,TA,Lvl,Gtl,Inside,Reg,None,Shed,RM,IDOTRR,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
298,975,975,0,3,649,0,0,0,326,0,1,2,576,2,1997.0,1950,1,1,7399,66.0,0,1600.0,0,6,60,10,5,7,0,239000,198,975,7,0,1997,1998,2007,Pave,1Fam,TA,No,BLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,TA,PConc,Typ,TA,RFn,TA,Detchd,GasA,Ex,2Story,Gd,Lvl,Gtl,Inside,IR1,BrkFace,Shed,FV,Somerst,Y,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
299,1041,702,0,3,384,175,0,1,143,0,1,1,539,2,1968.0,1743,2,1,11700,90.0,0,365.0,0,6,60,0,6,6,0,175000,0,702,7,224,1968,1968,2007,Grvl,1Fam,TA,No,ALQ,Rec,TA,Y,Norm,Norm,SBrkr,TA,HdBoard,AsphShn,Gd,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,Gd,2Story,TA,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,NWAmes,Y,Gd,CompShg,Mansard,Normal,WD,Pave,AllPub
300,1152,0,0,3,0,0,0,1,1092,0,1,1,300,1,1950.0,1152,0,1,14000,80.0,0,0.0,0,8,20,36,8,6,0,158500,0,1092,6,0,1950,2004,2009,Grvl,1Fam,TA,No,Unf,Unf,TA,Y,Norm,Norm,SBrkr,Gd,HdBoard,HdBoard,TA,GdPrv,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,Inside,Reg,None,Shed,RL,Crawfor,Y,Gd,CompShg,Gable,Family,WD,Pave,AllPub
301,1336,0,0,2,841,0,1,0,324,0,2,1,375,1,1953.0,1336,0,1,15750,90.0,0,56.0,0,6,190,0,5,5,0,157000,0,1165,5,0,1953,1953,2006,Grvl,2fmCon,TA,Mn,BLQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,MetalSd,MetalSd,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,TA,1Story,TA,Lvl,Gtl,Corner,Reg,BrkFace,Shed,RL,Crawfor,Y,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
302,1210,1242,0,4,281,0,0,0,747,0,1,2,683,2,1998.0,2452,1,1,16226,66.0,0,0.0,0,5,60,50,5,8,0,267000,0,1028,9,208,1998,1999,2007,Grvl,1Fam,TA,No,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,TA,PConc,Typ,TA,Fin,TA,BuiltIn,GasA,Ex,2Story,Gd,Lvl,Gtl,Inside,IR3,None,Shed,RL,CollgCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
303,1541,0,0,3,0,0,0,0,1541,0,1,2,843,3,2001.0,1541,0,1,13704,118.0,0,150.0,0,1,20,81,5,7,0,205000,0,1541,6,468,2001,2002,2006,Grvl,1Fam,TA,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,TA,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,Corner,IR1,BrkFace,Shed,RL,CollgCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
304,894,0,0,3,894,0,1,0,0,0,0,1,552,2,1975.0,894,0,1,9800,70.0,0,0.0,0,7,20,0,7,5,0,149900,0,894,5,256,1972,1972,2006,Grvl,1Fam,TA,No,ALQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,TA,GdWo,Gd,PConc,Typ,TA,Unf,TA,Attchd,GasA,TA,1Story,TA,Lvl,Gtl,Corner,Reg,None,Shed,RL,CollgCr,Y,Gd,CompShg,Gable,Abnorml,WD,Pave,AllPub
305,1675,1818,0,3,0,0,0,0,1470,0,1,3,870,3,2003.0,3493,0,1,18386,87.0,0,0.0,0,5,75,0,9,7,0,295000,0,1470,10,302,1880,2002,2008,Grvl,1Fam,TA,No,Unf,Unf,TA,Y,Norm,Norm,SBrkr,TA,CemntBd,CmentBd,TA,MnPrv,Ex,BrkTil,Typ,TA,Unf,TA,Attchd,GasA,Ex,2.5Fin,Gd,Lvl,Gtl,Inside,Reg,None,Shed,RM,OldTown,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
306,2000,0,0,3,1464,0,1,0,536,0,0,2,888,3,2004.0,2000,0,1,10386,80.0,0,246.0,0,7,20,0,5,8,0,305900,0,2000,8,168,2004,2005,2007,Grvl,1Fam,TA,No,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,CemntBd,CmentBd,Gd,MnPrv,Gd,PConc,Typ,TA,Fin,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,Inside,Reg,Stone,Shed,RL,CollgCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
307,1122,1121,0,4,700,0,1,0,0,224,1,2,746,3,1990.0,2243,1,1,13474,116.0,0,246.0,0,6,60,44,5,7,0,225000,0,700,8,127,1990,1991,2007,Grvl,1Fam,TA,No,ALQ,Unf,Gd,Y,Feedr,Norm,SBrkr,TA,HdBoard,Plywood,Gd,MnPrv,TA,CBlock,Typ,TA,RFn,TA,Attchd,GasA,Gd,2Story,Gd,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,SawyerW,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
308,1035,371,0,3,0,0,0,0,319,0,0,1,0,0,1978.5061638868744,1406,0,1,7920,70.04995836802665,0,0.0,0,3,50,144,7,6,0,89500,0,319,6,0,1920,1950,2008,Grvl,1Fam,TA,No,Unf,Unf,TA,Y,Artery,Norm,FuseA,Fa,MetalSd,MetalSd,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,TA,1.5Fin,Fa,Lvl,Gtl,Inside,IR1,None,Shed,RM,IDOTRR,N,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
309,861,0,0,1,262,0,0,0,599,0,0,1,539,2,1961.0,861,0,1,12342,70.04995836802665,0,0.0,0,3,30,0,5,4,0,82500,0,861,4,158,1940,1950,2009,Grvl,1Fam,TA,No,BLQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Detchd,GasA,Ex,1Story,TA,Lvl,Gtl,Inside,IR1,None,Shed,RL,Edwards,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
310,1944,0,0,3,1274,0,1,0,622,0,3,2,708,3,2003.0,1944,0,1,12378,90.0,0,0.0,0,11,20,175,5,9,0,360000,0,1896,8,208,2003,2004,2006,Grvl,1Fam,TA,Gd,GLQ,Unf,Ex,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Ex,PConc,Typ,TA,Fin,TA,Attchd,GasA,Ex,1Story,Ex,Lvl,Gtl,Inside,IR1,None,Shed,RL,NridgHt,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
311,697,804,0,3,518,0,0,0,179,0,1,2,420,2,1993.0,1501,1,1,7685,70.04995836802665,0,112.0,0,5,60,63,5,6,0,165600,0,697,6,190,1993,1994,2006,Grvl,1Fam,TA,No,ALQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,TA,MnPrv,TA,PConc,Typ,TA,Fin,TA,Attchd,GasA,Gd,2Story,Gd,Lvl,Gtl,Inside,IR1,BrkFace,Shed,RL,Gilbert,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
312,972,0,0,2,680,0,1,0,292,0,1,1,240,1,1948.0,972,0,1,8000,50.0,0,0.0,0,5,20,0,6,6,0,132000,0,972,5,0,1948,2002,2009,Grvl,1Fam,TA,No,ALQ,Unf,TA,Y,Norm,Norm,SBrkr,Gd,VinylSd,VinylSd,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Detchd,GasA,Ex,1Story,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
313,793,325,0,3,507,0,1,0,286,0,1,1,410,2,1939.0,1118,0,1,7800,65.0,0,0.0,0,5,190,0,7,5,0,119900,271,793,5,0,1939,1950,2006,Grvl,2fmCon,TA,Mn,Rec,Unf,Gd,Y,Artery,Norm,SBrkr,TA,MetalSd,MetalSd,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Detchd,GasA,TA,1.5Fin,TA,Lvl,Gtl,Inside,Reg,None,Shed,RM,OldTown,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
314,2036,0,0,3,1236,820,2,0,80,0,2,2,513,2,1965.0,2036,0,1,215245,150.0,0,0.0,0,6,20,0,5,7,0,375000,0,2136,8,0,1965,1965,2009,Grvl,1Fam,TA,Gd,ALQ,Rec,Gd,Y,Norm,Norm,SBrkr,TA,BrkFace,BrkFace,TA,MnPrv,Gd,CBlock,Typ,TA,RFn,TA,Attchd,GasW,TA,1Story,TA,Low,Sev,Inside,IR3,None,Shed,RL,Timber,Y,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
315,832,809,0,3,16,0,0,1,712,234,1,1,546,2,1925.0,1641,1,1,9600,60.0,0,0.0,0,8,70,0,7,7,0,178000,0,728,6,0,1925,1990,2006,Grvl,1Fam,Gd,No,LwQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,Wd Sdng,Wd Sdng,TA,MnPrv,Gd,BrkTil,Typ,TA,Unf,Fa,Detchd,GasA,Ex,2Story,Ex,Lvl,Gtl,Inside,Reg,None,Shed,RM,OldTown,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
316,716,716,0,3,425,0,1,0,291,0,1,2,432,2,2004.0,1432,1,1,7795,71.0,0,0.0,0,7,60,51,5,7,0,188500,0,716,6,100,2004,2005,2009,Grvl,1Fam,TA,No,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,Fin,TA,Attchd,GasA,Ex,2Story,Gd,Lvl,Gtl,Inside,IR1,None,Shed,RL,Gilbert,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
317,1153,1200,0,4,692,0,1,0,153,0,1,2,484,2,1983.0,2353,1,1,13005,94.0,0,278.0,0,8,60,195,7,7,0,260000,0,845,10,288,1980,1980,2009,Grvl,1Fam,TA,No,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,CemntBd,CmentBd,Gd,GdPrv,TA,CBlock,Typ,TA,RFn,TA,Attchd,GasA,TA,2Story,Ex,Lvl,Gtl,Corner,IR1,BrkFace,Shed,RL,NWAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
318,1088,871,0,3,0,0,0,0,1088,0,1,2,1025,3,2006.0,1959,1,1,9000,75.0,0,0.0,0,12,60,46,5,8,0,270000,0,1088,8,208,2006,2006,2007,Grvl,1Fam,TA,Av,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,2Story,Gd,Lvl,Gtl,Inside,Reg,None,Shed,FV,Somerst,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
319,1372,1274,0,4,987,0,1,0,360,144,1,2,656,3,1993.0,2646,1,1,9900,90.0,0,256.0,0,4,60,60,5,7,0,260000,0,1347,9,340,1993,1993,2009,Grvl,1Fam,TA,Gd,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,Gd,MnPrv,TA,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,2Story,Gd,Low,Mod,Inside,Reg,BrkFace,Shed,RL,NoRidge,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
320,1472,0,0,3,1036,0,1,0,336,0,2,2,588,2,1980.0,1472,0,1,14115,70.04995836802665,0,225.0,0,6,80,48,5,7,0,187500,0,1372,6,233,1980,1980,2009,Grvl,1Fam,TA,Av,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,Plywood,Plywood,TA,MnPrv,TA,CBlock,Typ,TA,Unf,TA,Attchd,GasA,TA,SLvl,TA,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,NWAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
321,1249,1347,0,4,0,0,0,0,1249,0,0,3,840,3,2006.0,2596,1,1,16259,111.0,0,370.0,0,9,60,154,5,9,0,342643,0,1249,9,240,2006,2006,2006,Grvl,1Fam,Gd,Av,Unf,Unf,Ex,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,TA,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,2Story,Gd,Lvl,Gtl,Corner,Reg,Stone,Shed,RL,NridgHt,Y,Gd,CompShg,Gable,Partial,New,Pave,AllPub
322,1136,1332,0,4,970,0,1,0,166,0,1,2,872,3,2004.0,2468,1,1,12099,99.0,0,388.0,0,6,60,154,5,8,0,354000,0,1136,10,184,2004,2004,2007,Grvl,1Fam,TA,Av,GLQ,Unf,Ex,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,Fin,TA,BuiltIn,GasA,Ex,2Story,Gd,Lvl,Gtl,Inside,IR1,BrkFace,Shed,RL,NridgHt,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
323,1553,1177,0,4,28,1474,1,0,0,0,1,2,576,2,1987.0,2730,1,1,10380,86.0,0,172.0,0,8,60,96,5,7,0,301000,0,1502,8,201,1986,1987,2007,Grvl,1Fam,TA,Gd,LwQ,ALQ,TA,Y,Norm,Norm,SBrkr,TA,Plywood,Plywood,Gd,MnPrv,TA,CBlock,Typ,TA,Fin,TA,Attchd,GasA,Ex,2Story,Gd,Lvl,Gtl,Inside,IR1,BrkFace,Shed,RL,SawyerW,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
324,1163,0,0,3,256,0,1,0,906,0,0,1,220,1,1955.0,1163,0,1,5820,49.0,0,0.0,0,7,20,98,8,3,0,126175,0,1162,6,142,1955,2005,2006,Grvl,1Fam,TA,No,ALQ,Unf,TA,Y,Norm,Norm,SBrkr,Gd,VinylSd,VinylSd,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,Fa,Attchd,GasA,Ex,1Story,TA,Lvl,Gtl,Inside,Reg,None,Shed,RM,OldTown,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
325,1898,1080,0,5,0,0,0,0,710,0,1,2,564,2,1961.0,2978,1,1,11275,96.0,0,300.0,0,6,80,0,7,7,0,242000,0,710,11,240,1967,2007,2010,Grvl,1Fam,TA,No,Unf,Unf,Gd,Y,PosN,Norm,SBrkr,Gd,Wd Sdng,Wd Sdng,Gd,MnPrv,Gd,CBlock,Typ,TA,Fin,TA,BuiltIn,GasA,Ex,SLvl,Gd,Lvl,Gtl,Corner,Reg,BrkFace,Shed,RL,NAmes,Y,Gd,WdShake,Mansard,Normal,WD,Pave,AllPub
326,803,0,0,2,116,0,0,0,604,244,0,1,360,2,1941.0,803,0,1,5000,50.0,0,0.0,0,12,45,0,6,5,0,87000,0,720,5,0,1941,1950,2007,Grvl,1Fam,TA,Av,BLQ,Unf,TA,N,RRAe,Norm,FuseF,TA,MetalSd,MetalSd,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Detchd,GasA,Po,1.5Unf,TA,Lvl,Gtl,Inside,Reg,None,Shed,RM,IDOTRR,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
327,1719,0,0,1,1619,0,2,0,100,0,2,1,473,2,1993.0,1719,1,1,10846,32.0,0,0.0,0,5,120,30,5,8,0,324000,0,1719,6,122,1993,1993,2008,Grvl,TwnhsE,TA,Gd,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,BrkFace,BrkFace,Gd,MnPrv,Gd,PConc,Typ,TA,Fin,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,CulDSac,IR1,None,Shed,RL,Veenker,Y,Gd,CompShg,Gable,Normal,Con,Pave,AllPub
328,1383,0,0,3,565,0,0,0,818,0,0,1,292,1,1960.0,1383,1,1,11600,80.0,0,175.0,0,4,20,45,5,6,0,145250,0,1383,7,0,1960,1960,2006,Grvl,1Fam,TA,No,Rec,Unf,TA,Y,Norm,Norm,SBrkr,TA,Wd Sdng,Wd Sdng,TA,MnPrv,Gd,CBlock,Typ,TA,RFn,TA,Attchd,GasA,TA,1Story,TA,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,NAmes,Y,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
329,1445,689,0,5,0,0,0,0,844,268,0,2,441,2,1930.0,2134,0,1,11888,70.04995836802665,0,0.0,0,7,75,60,6,6,0,214500,0,844,10,0,1916,1994,2009,Pave,1Fam,TA,No,Unf,Unf,TA,N,PosN,Norm,FuseA,TA,Wd Sdng,Wd Shng,TA,MnPrv,Gd,BrkTil,Typ,TA,Unf,TA,Detchd,GasA,Gd,2.5Unf,Gd,Bnk,Gtl,Inside,IR1,None,Shed,RL,BrkSide,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
330,596,596,0,3,0,0,0,0,596,137,0,1,189,1,1920.0,1192,0,1,6402,60.0,0,0.0,0,7,70,0,5,5,0,78000,0,596,6,0,1920,1950,2009,Grvl,1Fam,TA,Mn,Unf,Unf,TA,N,Norm,Norm,SBrkr,TA,Wd Sdng,Wd Shng,TA,GdWo,Gd,PConc,Typ,Fa,Unf,Fa,Detchd,GasA,TA,2Story,TA,Lvl,Gtl,Corner,Reg,None,Shed,RM,IDOTRR,N,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
331,1728,0,0,6,40,264,0,1,1424,0,0,2,352,1,2002.0,1728,0,2,10624,70.04995836802665,0,84.0,0,11,90,0,4,5,0,119000,0,1728,10,155,1964,1964,2007,Grvl,Duplex,TA,No,GLQ,Rec,TA,Y,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Detchd,GasA,TA,1Story,TA,Lvl,Gtl,Inside,IR1,BrkFace,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
332,1056,0,0,3,846,0,1,0,210,0,0,1,308,1,1958.0,1056,0,1,8176,70.0,0,0.0,0,8,20,0,6,5,0,139000,0,1056,6,0,1958,1992,2007,Grvl,1Fam,TA,No,Rec,Unf,TA,Y,Norm,Norm,SBrkr,TA,Wd Sdng,Wd Sdng,TA,MnPrv,Gd,CBlock,Typ,TA,RFn,TA,Attchd,GasA,Fa,1Story,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
333,1629,0,0,3,1124,479,1,0,1603,0,1,2,880,3,2003.0,1629,0,1,10655,85.0,0,296.0,0,10,20,0,5,8,0,284000,0,3206,7,0,2003,2004,2009,Grvl,1Fam,TA,No,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,Inside,IR1,BrkFace,Shed,RL,NridgHt,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
